State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,MANDSAUR,2001,Kharif     ,Sesamum,133,46
Karnataka,UTTAR KANNAD,2008,Whole Year ,Dry ginger,319,10163
Karnataka,BELGAUM,2004,Rabi       ,Jowar,171452,113414
Karnataka,DHARWAD,2010,Summer     ,Onion,7,74
Himachal Pradesh,CHAMBA,2010,Kharif     ,Maize,27525,73158
Gujarat,NAVSARI,2008,Kharif     ,Jowar,500,600
Rajasthan,BHARATPUR,2003,Whole Year ,Guar seed,5438,0
Kerala,IDUKKI,2014,Whole Year ,Garlic,75,625
Uttar Pradesh,KUSHI NAGAR,1998,Rabi       ,Barley,211,492
Karnataka,RAICHUR,2008,Kharif     ,Dry chillies,3284,2480
Rajasthan,DAUSA,2003,Whole Year ,other oilseeds,47,48
Assam,BARPETA,2008,Rabi       ,Rapeseed &Mustard,12607,7265
Tamil Nadu,NAMAKKAL,2004,Kharif     ,Moong(Green Gram),8565,4485
Chhattisgarh,JANJGIR-CHAMPA,2013,Whole Year ,Sugarcane,37,129
Madhya Pradesh,RATLAM,2008,Rabi       ,Peas & beans (Pulses),1035,730
Madhya Pradesh,RAISEN,2007,Rabi       ,Linseed,2135,1608
Bihar,KATIHAR,2008,Autumn     ,Maize,11319,18548
West Bengal,BIRBHUM,2002,Rabi       ,Rapeseed &Mustard,34494,35093
Uttar Pradesh,LALITPUR,2004,Kharif     ,Groundnut,6933,5117
Karnataka,KODAGU,2004,Kharif     ,Dry ginger,3643,47138
Uttar Pradesh,GHAZIPUR,2005,Kharif     ,Sugarcane,8601,401285
Karnataka,HAVERI,2014,Whole Year ,Black pepper,21,123
Karnataka,BELLARY,2006,Kharif     ,Maize,79209,179807
Uttar Pradesh,SANT RAVIDAS NAGAR,2002,Summer     ,Onion,44,492
Uttar Pradesh,MAU,2006,Kharif     ,Other Kharif pulses,93,50
Bihar,SHEOHAR,2000,Rabi       ,Rapeseed &Mustard,396,233
Tamil Nadu,DHARMAPURI,2009,Whole Year ,Garlic,1,3
Himachal Pradesh,SHIMLA,2010,Kharif     ,Ginger,193,2008
Odisha,RAYAGADA,2012,Summer     ,Maize,8,10.5
Uttar Pradesh,RAE BARELI,2006,Kharif     ,Sweet potato,379,5173
Rajasthan,BANSWARA,1997,Kharif     ,Jowar,1700,800
Uttar Pradesh,BIJNOR,2002,Kharif     ,Urad,3212,2155
Madhya Pradesh,SHAJAPUR,2013,Whole Year ,Dry ginger,1,1
Karnataka,GULBARGA,2014,Kharif     ,Bajra,15642,18218
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Arhar/Tur,12100,6200
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Moong(Green Gram),380,263
Andhra Pradesh,SPSR NELLORE,2008,Whole Year ,Cashewnut,479,140
Karnataka,BELGAUM,2013,Rabi       ,Other  Rabi pulses,1262,461
West Bengal,MALDAH,2012,Rabi       ,Masoor,3593,3659
Telangana ,WARANGAL,2004,Whole Year ,Coriander,631,376
Bihar,SITAMARHI,2013,Summer     ,Maize,405,2004
Assam,GOALPARA,2005,Whole Year ,Sweet potato,340,1108
Karnataka,CHIKBALLAPUR,2009,Rabi       ,Potato,629,13463
Karnataka,UTTAR KANNAD,2014,Kharif     ,Soyabean,4,3
Chhattisgarh,BASTAR,2009,Kharif     ,Other Kharif pulses,493,59
Himachal Pradesh,HAMIRPUR,2002,Whole Year ,Onion,37,264
Madhya Pradesh,SHAJAPUR,2001,Kharif     ,Maize,45540,87928
West Bengal,HOOGHLY,2008,Rabi       ,Peas & beans (Pulses),43,33
Karnataka,MANDYA,2001,Rabi       ,Sunflower,3,3
Karnataka,GADAG,2008,Whole Year ,Arecanut,3,19
Madhya Pradesh,RAJGARH,2002,Rabi       ,Linseed,34,14
Uttar Pradesh,MAU,2009,Kharif     ,Dry chillies,10,9
Assam,MARIGAON,2011,Rabi       ,Wheat,5312,6497
Karnataka,BANGALORE RURAL,2002,Whole Year ,Black pepper,2,5
Rajasthan,JODHPUR,2005,Whole Year ,Garlic,2980,1788
Rajasthan,CHURU,2005,Kharif     ,Moth,244556,13949
Uttar Pradesh,GONDA,2002,Summer     ,Urad,83,44
Karnataka,GADAG,2010,Kharif     ,Urad,75,27
Karnataka,HAVERI,2003,Kharif     ,Rice,35641,24198
Madhya Pradesh,JABALPUR,2002,Rabi       ,Other  Rabi pulses,73768,33688
Chhattisgarh,BILASPUR,2005,Rabi       ,Other  Rabi pulses,214,54
Bihar,MADHUBANI,2011,Rabi       ,Rapeseed &Mustard,1227,702
Madhya Pradesh,CHHINDWARA,1999,Rabi       ,Rapeseed &Mustard,623,345
Kerala,PALAKKAD,2001,Whole Year ,Black pepper,5063,723
Uttar Pradesh,GONDA,2002,Kharif     ,Groundnut,151,104
Odisha,GAJAPATI,2010,Winter     ,Sesamum,36,8.9
Uttar Pradesh,MATHURA,2014,Summer     ,Onion,3,48
Uttar Pradesh,UNNAO,2000,Rabi       ,Gram,4773,4525
Odisha,KALAHANDI,2014,Winter     ,Urad,2942,979.7
Maharashtra,KOLHAPUR,2003,Kharif     ,Small millets,5000,2900
Kerala,PALAKKAD,2008,Kharif     ,Cotton(lint),1152,1498
Madhya Pradesh,DAMOH,2001,Whole Year ,Potato,610,11945
Odisha,NAYAGARH,2008,Autumn     ,Ragi,208,132.1
Andhra Pradesh,GUNTUR,2002,Whole Year ,Cabbage,162,0
Madhya Pradesh,MANDLA,2008,Rabi       ,Khesari,1603,831
Karnataka,DHARWAD,2007,Kharif     ,Other Kharif pulses,1941,578
West Bengal,MEDINIPUR WEST,2013,Rabi       ,Potato,61301,1224122
Madhya Pradesh,SEONI,2009,Kharif     ,Moong(Green Gram),421,152
Uttar Pradesh,GHAZIABAD,2005,Rabi       ,Wheat,90516,318888
Bihar,JEHANABAD,1997,Kharif     ,Arhar/Tur,201,302
Tamil Nadu,THIRUVALLUR,2007,Whole Year ,Dry chillies,527,366
Madhya Pradesh,NEEMUCH,2000,Kharif     ,Arhar/Tur,662,309
Tamil Nadu,MADURAI,2003,Whole Year ,Dry chillies,616,328
Bihar,KISHANGANJ,1998,Kharif     ,Blackgram,473,356
Chhattisgarh,KORBA,2013,Whole Year ,Dry chillies,184,109
Haryana,GURGAON,2002,Kharif     ,Jowar,9189,2000
Odisha,KALAHANDI,2000,Kharif     ,Niger seed,6850,2140
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Cotton(lint),46844,58417
Tamil Nadu,NAMAKKAL,2011,Whole Year ,Tapioca,27037,981818
Nagaland,KOHIMA,2003,Rabi       ,Barley,200,220
Puducherry,PONDICHERRY,2004,Whole Year ,Coconut ,1131,17813000
Odisha,GAJAPATI,2010,Autumn     ,Groundnut,22,21.6
Bihar,BEGUSARAI,1998,Kharif     ,Blackgram,587,412
Uttar Pradesh,ETAH,2013,Kharif     ,Sannhamp,13,4
Karnataka,BELLARY,2006,Rabi       ,Gram,37539,17799
Chhattisgarh,SURGUJA,2004,Rabi       ,Linseed,9982,2317
Tamil Nadu,TUTICORIN,2006,Whole Year ,Tapioca,10,404
Uttar Pradesh,ETAH,2006,Kharif     ,Sugarcane,8197,427621
Tamil Nadu,TIRUVANNAMALAI,2007,Whole Year ,Small millets,4782,4005
Gujarat,DANG,2010,Rabi       ,Wheat,2400,8100
Haryana,MEWAT,2010,Whole Year ,Sugarcane,162,0
Bihar,SIWAN,1997,Rabi       ,Tobacco,244,166
Uttar Pradesh,MORADABAD,2009,Kharif     ,Sweet potato,82,1115
Karnataka,KOPPAL,2014,Rabi       ,Wheat,6356,8164
Maharashtra,BHANDARA,2000,Kharif     ,Arhar/Tur,5600,4300
Telangana ,MAHBUBNAGAR,2000,Kharif     ,Mesta,65,574
Bihar,MUZAFFARPUR,2004,Whole Year ,Garlic,108,163
Uttar Pradesh,AURAIYA,2008,Kharif     ,Groundnut,153,109
Assam,DARRANG,2002,Rabi       ,Rapeseed &Mustard,23175,9385
Chhattisgarh,SURGUJA,2006,Whole Year ,Tobacco,10,10
Gujarat,MAHESANA,1999,Kharif     ,Arhar/Tur,1900,1500
Maharashtra,JALNA,2009,Rabi       ,Gram,22400,20400
Chhattisgarh,MAHASAMUND,2009,Kharif     ,Maize,122,149
Karnataka,SHIMOGA,2013,Rabi       ,Dry chillies,100,190
Maharashtra,KOLHAPUR,2011,Kharif     ,Moong(Green Gram),2100,1000
West Bengal,MURSHIDABAD,1997,Whole Year ,Dry chillies,3285,4994
Tamil Nadu,THENI,2002,Whole Year ,Tobacco,68,150
Rajasthan,GANGANAGAR,2002,Kharif     ,Rice,2490,5222
Uttar Pradesh,SANT RAVIDAS NAGAR,2002,Kharif     ,Sesamum,202,19
Odisha,SUNDARGARH,1997,Winter     ,Urad,1042,202
Tripura,DHALAI,2003,Whole Year ,Oilseeds total,990,714
Kerala,PALAKKAD,2007,Kharif     ,Groundnut,2910,2153
Nagaland,MON,2009,Kharif     ,Small millets,900,320
Kerala,WAYANAD,2010,Whole Year ,Cashewnut,623.42,502.01
Bihar,KATIHAR,2003,Kharif     ,Mesta,3457,20915
Odisha,SONEPUR,2014,Summer     ,Rice,27000,106000
Odisha,BALANGIR,2015,Winter     ,Urad,576,176.8
Meghalaya,SOUTH WEST KHASI HILLS,2013,Kharif     ,Soyabean,5,7
Chhattisgarh,BALODA BAZAR,2011,Rabi       ,Gram,2689,2768
Madhya Pradesh,GUNA,2009,Whole Year ,Maize,18391,22719
Telangana ,MAHBUBNAGAR,2003,Kharif     ,Cotton(lint),34979,57407
Gujarat,RAJKOT,2011,Rabi       ,Gram,10700,15300
Bihar,BUXAR,2013,Rabi       ,Sunflower,3,4
Chhattisgarh,RAJNANDGAON,2006,Kharif     ,Moong(Green Gram),474,97
Uttar Pradesh,SAHARANPUR,2004,Whole Year ,Sweet potato,31,360
Uttar Pradesh,RAE BARELI,2003,Kharif     ,Arhar/Tur,10772,9803
Rajasthan,DAUSA,2005,Kharif     ,Sesamum,3434,826
Maharashtra,NANDED,2002,Kharif     ,Jowar,171900,279500
Bihar,SARAN,2013,Rabi       ,Gram,7,8
Tamil Nadu,TIRUNELVELI,2003,Whole Year ,Coconut ,15500,86600
Madhya Pradesh,DAMOH,2005,Kharif     ,Urad,13545,4113
Bihar,BUXAR,2002,Rabi       ,Other  Rabi pulses,21,15
Maharashtra,WARDHA,2005,Kharif     ,Arhar/Tur,52400,53100
Gujarat,SABAR KANTHA,1998,Kharif     ,Arhar/Tur,51000,55600
Chhattisgarh,NARAYANPUR,2011,Whole Year ,Sannhamp,1,3
Odisha,NABARANGPUR,2007,Summer     ,Groundnut,56,38.9
Nagaland,ZUNHEBOTO,2012,Kharif     ,Jowar,30,20
Telangana ,MAHBUBNAGAR,2003,Kharif     ,Arhar/Tur,60205,24022
Bihar,BUXAR,2007,Rabi       ,Other  Rabi pulses,49,36
Gujarat,PATAN,2004,Rabi       ,Gram,500,300
Karnataka,HAVERI,2014,Rabi       ,Jowar,28922,30910
Tamil Nadu,DINDIGUL,2003,Kharif     ,Maize,35153,69615
Uttarakhand,CHAMPAWAT,2006,Rabi       ,Other Cereals & Millets,127,126
Andhra Pradesh,KURNOOL,1998,Rabi       ,Horse-gram,2300,1400
Madhya Pradesh,DINDORI,2012,Whole Year ,Coriander,199,36
West Bengal,NADIA,1999,Winter     ,Sesamum,63,37
Haryana,SIRSA,2003,Whole Year ,Onion,4,100
Karnataka,BIDAR,2014,Kharif     ,Maize,1065,1329
Assam,DHUBRI,2014,Rabi       ,Ginger,107,930
Karnataka,UTTAR KANNAD,2005,Kharif     ,Sesamum,2,2
Kerala,MALAPPURAM,2002,Summer     ,Rice,1637,5104
Madhya Pradesh,SHAJAPUR,2010,Whole Year ,Dry chillies,635,641
Uttar Pradesh,RAMPUR,2008,Kharif     ,Urad,2607,2985
Chhattisgarh,RAIGARH,2002,Whole Year ,Onion,447,5170
Haryana,JIND,2003,Kharif     ,Moong(Green Gram),72,0
Maharashtra,SANGLI,2007,Kharif     ,Maize,224,514
Odisha,PURI,2006,Summer     ,Wheat,73,75
Puducherry,KARAIKAL,2012,Summer     ,Rice,1,2
Chhattisgarh,BALODA BAZAR,2014,Rabi       ,Other  Rabi pulses,139,50
Andhra Pradesh,WEST GODAVARI,2013,Rabi       ,Maize,50712,369082
Karnataka,HASSAN,2002,Whole Year ,Coconut ,57885,240342
Bihar,SUPAUL,2013,Kharif     ,Arhar/Tur,60,100
Nagaland,TUENSANG,2005,Kharif     ,Moong(Green Gram),60,40
Assam,LAKHIMPUR,2013,Kharif     ,Castor seed,80,43
Uttar Pradesh,MAHARAJGANJ,2007,Kharif     ,Groundnut,1945,1480
Madhya Pradesh,SAGAR,2013,Kharif     ,Bajra,14,6
Uttar Pradesh,GHAZIPUR,2002,Kharif     ,Sunflower,9,13
Telangana ,NIZAMABAD,2002,Whole Year ,Bottle Gourd,4,0
Telangana ,KARIMNAGAR,2002,Kharif     ,Moong(Green Gram),24429,5032
West Bengal,BANKURA,2007,Whole Year ,Sugarcane,14,1093
Kerala,KOLLAM,1999,Kharif     ,Sesamum,581,166
Tamil Nadu,KANCHIPURAM,1999,Whole Year ,Banana,145,3004
Bihar,BUXAR,2014,Kharif     ,Jowar,740,790
Maharashtra,NANDED,2012,Summer     ,Groundnut,5200,5800
Assam,NAGAON,2009,Whole Year ,Arecanut,5276,6516
Bihar,KISHANGANJ,1998,Whole Year ,Coriander,30,18
Nagaland,ZUNHEBOTO,2008,Kharif     ,Arhar/Tur,310,300
Madhya Pradesh,SIDHI,2013,Whole Year ,Sugarcane,11,530
Rajasthan,BANSWARA,2003,Rabi       ,Linseed,24,19
Odisha,ANUGUL,2015,Autumn     ,Sesamum,326,100.4
West Bengal,MEDINIPUR WEST,2006,Rabi       ,Moong(Green Gram),710,490
Meghalaya,WEST GARO HILLS,2005,Whole Year ,Sweet potato,506,1670
Haryana,BHIWANI,2003,Rabi       ,Barley,4905,12000
Madhya Pradesh,DHAR,2009,Whole Year ,Masoor,523,242
Puducherry,KARAIKAL,2002,Rabi       ,Moong(Green Gram),717,37
Uttar Pradesh,RAMPUR,2008,Rabi       ,Masoor,1432,1118
Odisha,NAYAGARH,2000,Kharif     ,Moong(Green Gram),17449,2722.3
Maharashtra,OSMANABAD,1999,Kharif     ,Small millets,500,500
Karnataka,MANDYA,2012,Whole Year ,Dry ginger,39,1242
Chhattisgarh,GARIYABAND,2012,Rabi       ,Peas & beans (Pulses),495,177
Karnataka,CHIKBALLAPUR,2011,Whole Year ,Arecanut,159,1288
Odisha,ANUGUL,2006,Summer     ,Urad,76,21.4
Karnataka,SHIMOGA,2008,Rabi       ,Urad,190,83
Uttar Pradesh,GONDA,2013,Rabi       ,Barley,540,1547
Tamil Nadu,TIRUVANNAMALAI,2012,Rabi       ,Gram,1,0
Madhya Pradesh,PANNA,2002,Whole Year ,Garlic,24,48
Tamil Nadu,ERODE,2008,Whole Year ,Coconut ,10014,3318000
Uttar Pradesh,GORAKHPUR,2011,Kharif     ,Moong(Green Gram),7,3
Uttar Pradesh,AMETHI,2011,Kharif     ,Sesamum,729,158
Uttar Pradesh,AMROHA,2003,Kharif     ,Rice,23717,51949
Uttar Pradesh,HARDOI,2007,Rabi       ,Coriander,62,36
Uttar Pradesh,GONDA,2011,Summer     ,Onion,581,5324
Karnataka,KOLAR,2007,Kharif     ,Small millets,53,35
Kerala,PALAKKAD,2006,Whole Year ,Sugarcane,222,10120
Assam,DHEMAJI,2004,Whole Year ,Potato,4210,17713
Haryana,SIRSA,2008,Whole Year ,Garlic,15,100
Chhattisgarh,BIJAPUR,2007,Kharif     ,Arhar/Tur,11,7
Chhattisgarh,RAIGARH,2010,Rabi       ,Peas & beans (Pulses),850,317
Uttar Pradesh,BIJNOR,2008,Kharif     ,Urad,1365,1273
Telangana ,RANGAREDDI,2014,Kharif     ,Horse-gram,26,13
Arunachal Pradesh,LOWER DIBANG VALLEY,2013,Whole Year ,Oilseeds total,5340,5340
Rajasthan,NAGAUR,2006,Kharif     ,Sesamum,10837,1808
Uttar Pradesh,BUDAUN,2006,Rabi       ,Tobacco,381,2028
Tamil Nadu,NAMAKKAL,2002,Whole Year ,Banana,898,33184
Bihar,DARBHANGA,2010,Kharif     ,Ragi,719,812
Uttar Pradesh,SANT KABEER NAGAR,2000,Rabi       ,Rapeseed &Mustard,1859,2002
Bihar,KAIMUR (BHABUA),2007,Rabi       ,Wheat,64891,137395
Tamil Nadu,SALEM,2007,Whole Year ,Sweet potato,29,394
Uttar Pradesh,FAIZABAD,2006,Rabi       ,Wheat,78887,211812
Maharashtra,RAIGAD,2007,Kharif     ,Moong(Green Gram),3,2
Manipur,CHURACHANDPUR,2007,Whole Year ,Potato,70,370
Tripura,UNAKOTI,2013,Kharif     ,Mesta,87,811
Madhya Pradesh,SAGAR,2006,Rabi       ,Horse-gram,1,0
Madhya Pradesh,SHAHDOL,1999,Whole Year ,Sannhamp,131,244
West Bengal,MALDAH,2004,Rabi       ,Horse-gram,210,9
Maharashtra,AURANGABAD,2011,Summer     ,Sunflower,100,100
Assam,SIVASAGAR,1999,Whole Year ,Onion,86,210
Punjab,GURDASPUR,2007,Kharif     ,Rice,191000,617000
Haryana,PANIPAT,2006,Whole Year ,Dry chillies,182,100
Telangana ,RANGAREDDI,2000,Rabi       ,Groundnut,4879,7860
Maharashtra,KOLHAPUR,1998,Kharif     ,Maize,2300,4600
Karnataka,GULBARGA,2007,Rabi       ,Rice,3448,5477
Maharashtra,AKOLA,2009,Kharif     ,Urad,10800,3700
Maharashtra,NAGPUR,2013,Kharif     ,Groundnut,2400,1160
Uttar Pradesh,BALRAMPUR,1999,Summer     ,Moong(Green Gram),24,13
Rajasthan,BANSWARA,2007,Rabi       ,Linseed,16,12
West Bengal,PURULIA,2005,Whole Year ,Dry chillies,1132,633
Telangana ,ADILABAD,1998,Kharif     ,Other Kharif pulses,1200,100
Uttar Pradesh,BAHRAICH,2013,Rabi       ,Gram,81,35
Gujarat,BHAVNAGAR,2012,Kharif     ,Urad,700,200
Uttar Pradesh,VARANASI,2004,Rabi       ,Potato,3243,64156
Bihar,JEHANABAD,1998,Kharif     ,Maize,8,8
Assam,BARPETA,2010,Kharif     ,Niger seed,1757,914
Madhya Pradesh,KHARGONE,2007,Kharif     ,Groundnut,11559,10532
Bihar,NAWADA,1997,Rabi       ,Wheat,48271,100425
Karnataka,BIDAR,2012,Kharif     ,Other Kharif pulses,2083,1270
Bihar,BHOJPUR,2008,Rabi       ,Khesari,6581,6245
Chhattisgarh,SURGUJA,2006,Rabi       ,Potato,5540,22201
Karnataka,CHIKMAGALUR,2002,Whole Year ,Sugarcane,1790,175152
Uttar Pradesh,JALAUN,1998,Whole Year ,Sugarcane,1488,78787
Maharashtra,PARBHANI,1998,Kharif     ,Sugarcane,17300,1314500
Uttar Pradesh,BAHRAICH,2000,Rabi       ,Peas & beans (Pulses),1389,1371
Chhattisgarh,BEMETARA,2013,Kharif     ,Urad,276,84
Chhattisgarh,KANKER,2010,Kharif     ,Niger seed,432,95
Bihar,SHEIKHPURA,2014,Winter     ,Rice,26738,101864
Uttar Pradesh,KUSHI NAGAR,2011,Kharif     ,Sesamum,69,15
Odisha,KANDHAMAL,2003,Kharif     ,Arhar/Tur,4910,4350
Chhattisgarh,RAIPUR,2009,Kharif     ,Mesta,2,4
Kerala,PALAKKAD,2003,Whole Year ,Banana,10096,74576
Assam,KOKRAJHAR,2011,Rabi       ,Arecanut,1650,2788
Telangana ,NIZAMABAD,2011,Kharif     ,Bajra,37,23
Maharashtra,BULDHANA,2009,Kharif     ,Sugarcane,1400,97400
Chhattisgarh,RAIGARH,2014,Rabi       ,Linseed,299,147
Andhra Pradesh,KADAPA,2010,Rabi       ,Maize,987,8998
Maharashtra,GONDIA,2002,Rabi       ,Rapeseed &Mustard,100,10
Madhya Pradesh,DEWAS,2010,Whole Year ,Garlic,3977,13369
Assam,DARRANG,2014,Rabi       ,Masoor,1859,1918
Mizoram,MAMIT,2003,Whole Year ,Sugarcane,97,1940
Uttarakhand,UTTAR KASHI,2003,Kharif     ,Urad,656,178
Karnataka,DAVANGERE,2002,Whole Year ,Tobacco,1123,401
Chandigarh,CHANDIGARH,2000,Kharif     ,Maize,200,500
Odisha,CUTTACK,2003,Whole Year ,Onion,1690,13520
Madhya Pradesh,SEHORE,2010,Rabi       ,Wheat,204158,327233
Tamil Nadu,TIRUCHIRAPPALLI,2011,Kharif     ,Ragi,4,11
Arunachal Pradesh,WEST KAMENG,2013,Whole Year ,Potato,404,3265
Uttar Pradesh,FIROZABAD,2000,Kharif     ,Groundnut,1,1
Odisha,BALANGIR,2000,Rabi       ,Rapeseed &Mustard,240,20.6
Bihar,MADHUBANI,2005,Rabi       ,Gram,39,60
Arunachal Pradesh,LOHIT,2002,Whole Year ,Dry ginger,695,6950
Madhya Pradesh,VIDISHA,2005,Rabi       ,Rapeseed &Mustard,923,800
Rajasthan,PRATAPGARH,2009,Whole Year ,Sannhamp,39,19
Madhya Pradesh,MANDLA,2002,Whole Year ,Sannhamp,233,344
Uttar Pradesh,BANDA,2009,Rabi       ,Garlic,11,58
Rajasthan,BHILWARA,2000,Rabi       ,Peas & beans (Pulses),95,104
Uttar Pradesh,BAREILLY,2002,Kharif     ,Bajra,10229,11013
Odisha,SONEPUR,2002,Kharif     ,Maize,11,4.7
Karnataka,TUMKUR,2004,Whole Year ,Dry chillies,4086,2487
Rajasthan,BHILWARA,2001,Whole Year ,Tobacco,31,13
Uttar Pradesh,HATHRAS,2011,Kharif     ,Moong(Green Gram),72,42
Telangana ,NIZAMABAD,2005,Kharif     ,Onion,45,581
West Bengal,NADIA,2014,Whole Year ,Tobacco,12,10
Uttar Pradesh,HARDOI,2001,Whole Year ,Sugarcane,25536,1326851
Chhattisgarh,RAIPUR,2007,Kharif     ,Niger seed,63,11
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Urad,12077,4674
Bihar,BHOJPUR,2014,Rabi       ,Maize,57,151
Bihar,JAMUI,2003,Rabi       ,Peas & beans (Pulses),60,56
Uttarakhand,UTTAR KASHI,2014,Kharif     ,Arhar/Tur,379,279
Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Cashewnut,30626,10188
Assam,DIMA HASAO,2001,Rabi       ,Wheat,59,70
Chhattisgarh,KABIRDHAM,2013,Whole Year ,Coriander,91,22
Rajasthan,PALI,2001,Kharif     ,Small millets,46,22
Madhya Pradesh,MANDLA,2010,Whole Year ,Dry ginger,27,34
Punjab,NAWANSHAHR,1999,Rabi       ,Linseed,100,100
West Bengal,COOCHBEHAR,2003,Rabi       ,Peas & beans (Pulses),32,37
Rajasthan,BUNDI,2005,Whole Year ,Garlic,370,732
Karnataka,CHIKMAGALUR,2007,Whole Year ,Turmeric,49,381
Rajasthan,PALI,2000,Rabi       ,Peas & beans (Pulses),31,39
Madhya Pradesh,KATNI,2008,Rabi       ,Khesari,32,20
Arunachal Pradesh,EAST SIANG,2000,Kharif     ,Small millets,2220,2500
Uttarakhand,NAINITAL,2001,Whole Year ,Sugarcane,6580,392826
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2014,Rabi       ,Rapeseed &Mustard,336,326
Assam,KOKRAJHAR,1997,Rabi       ,Linseed,275,138
Haryana,KARNAL,2004,Whole Year ,Garlic,313,2500
Andhra Pradesh,PRAKASAM,1997,Rabi       ,Horse-gram,2500,900
Chhattisgarh,DURG,2012,Rabi       ,Barley,110,60
Arunachal Pradesh,DIBANG VALLEY,2012,Kharif     ,Rice,1682,1420
Goa,NORTH GOA,2013,Whole Year ,Pineapple,192,3186
Maharashtra,LATUR,2013,Kharif     ,Soyabean,308400,670400
Manipur,BISHNUPUR,2006,Whole Year ,Sugarcane,160,5230
Puducherry,MAHE,2003,Whole Year ,Tapioca,15,150
Chhattisgarh,RAIPUR,2013,Kharif     ,Moong(Green Gram),73,20
Odisha,NUAPADA,2003,Whole Year ,Sweet potato,1090,9070
Punjab,NAWANSHAHR,2001,Rabi       ,Masoor,300,200
Madhya Pradesh,SHAJAPUR,2002,Whole Year ,Onion,1875,18988
Uttar Pradesh,KUSHI NAGAR,2001,Rabi       ,Masoor,3912,2910
Haryana,PANCHKULA,1999,Kharif     ,Rice,6384,18000
Madhya Pradesh,BARWANI,2008,Rabi       ,Urad,21,4
Karnataka,CHIKBALLAPUR,2011,Rabi       ,Sunflower,400,267
Bihar,MUZAFFARPUR,2013,Rabi       ,Peas & beans (Pulses),81,86
Bihar,LAKHISARAI,2011,Kharif     ,Other Kharif pulses,190,143
Maharashtra,AURANGABAD,2002,Kharif     ,Groundnut,8200,5800
Telangana ,KARIMNAGAR,2004,Rabi       ,Onion,450,10050
Karnataka,GADAG,2006,Rabi       ,Linseed,781,242
Chhattisgarh,BASTAR,2006,Kharif     ,Castor seed,3,1
Uttar Pradesh,MIRZAPUR,2010,Rabi       ,Onion,233,4289
Assam,NAGAON,1998,Kharif     ,Mesta,179,618
Uttar Pradesh,GONDA,1997,Kharif     ,Sesamum,191,30
Assam,JORHAT,2010,Kharif     ,Cotton(lint),7,3
Uttar Pradesh,MIRZAPUR,2011,Rabi       ,Garlic,4,21
Madhya Pradesh,BETUL,1999,Kharif     ,Soyabean,168872,105595
Kerala,ALAPPUZHA,2013,Whole Year ,Sesamum,41,12
Telangana ,RANGAREDDI,2008,Rabi       ,Jowar,7036,15170
Uttar Pradesh,KUSHI NAGAR,2010,Rabi       ,Barley,95,251
Chhattisgarh,KORBA,2000,Rabi       ,Urad,11,2
Rajasthan,ALWAR,1999,Whole Year ,Guar seed,30990,27379
Andhra Pradesh,GUNTUR,2005,Rabi       ,Maize,22565,237023
Maharashtra,PARBHANI,2009,Kharif     ,Arhar/Tur,58600,40300
Madhya Pradesh,SHEOPUR,2000,Rabi       ,Linseed,2436,947
Maharashtra,YAVATMAL,1998,Rabi       ,Jowar,100,100
Kerala,WAYANAD,2008,Whole Year ,Cashewnut,969,318
Karnataka,BELGAUM,2006,Rabi       ,Gram,57001,23099
Chhattisgarh,BIJAPUR,2010,Kharif     ,Urad,321,115
Odisha,GANJAM,1999,Kharif     ,Cotton(lint),2440,1690
Tamil Nadu,THIRUVARUR,2002,Whole Year ,Lab-Lab,4,0
Bihar,PASHCHIM CHAMPARAN,2001,Kharif     ,Urad,174,148
Bihar,JAMUI,2000,Rabi       ,Rapeseed &Mustard,489,347
Tamil Nadu,RAMANATHAPURAM,2004,Whole Year ,Dry chillies,23126,13180
Rajasthan,GANGANAGAR,2001,Kharif     ,Moong(Green Gram),10979,1988
Odisha,SUNDARGARH,1998,Winter     ,Rapeseed &Mustard,498,57
Odisha,NABARANGPUR,2015,Winter     ,Urad,7037,2751.5
Telangana ,ADILABAD,2002,Rabi       ,Onion,499,12469
Arunachal Pradesh,WEST KAMENG,2013,Whole Year ,Dry ginger,50,186
Assam,SIVASAGAR,2001,Rabi       ,Peas & beans (Pulses),265,153
Bihar,PURNIA,2003,Kharif     ,Arhar/Tur,7,8
Maharashtra,SATARA,2008,Rabi       ,Jowar,164800,131000
Rajasthan,GANGANAGAR,2009,Kharif     ,Jowar,69,10
Karnataka,TUMKUR,2008,Whole Year ,Cashewnut,130,79.92
Assam,KAMRUP METRO,2011,Rabi       ,Gram,3,1
Madhya Pradesh,SIDHI,2013,Whole Year ,Dry ginger,55,75
Rajasthan,JHUNJHUNU,2001,Kharif     ,Groundnut,724,888
Odisha,GANJAM,2004,Summer     ,Horse-gram,17,4.3
Bihar,GOPALGANJ,2006,Summer     ,Moong(Green Gram),1099,578
Karnataka,GULBARGA,2014,Kharif     ,Maize,4747,12713
Bihar,KHAGARIA,2013,Summer     ,Moong(Green Gram),1539,1781
Madhya Pradesh,KATNI,2007,Kharif     ,Rice,87970,37855
